iata,name,city,state,country,latitude,longitude
SBO,Poplar Bluff Municipal,Glendale,KY,USA,40.80772694,-101.94735383
L19,Grimes,Denver,MO,USA,40.01756091,-82.37176269
CPX,San Luis Obispo Co-McChesney,Dallas,OH,USA,27.10701766,-79.83797077
2Q3,Fitiuta,Carrollton,NM,USA,26.33855893,-147.71286954
M82,Hook Field Municipal,Torrance,OR,USA,43.36908288,-109.13556927
23R,Peru Municipal,Nashville,MS,USA,38.58334645,-66.17085215
NH12,Parlin,Modesto,MS,USA,48.51729131,-125.89415097
TMB,Twin Hills,Paterson,NY,USA,25.13904113,-118.86372482
56S,Jacksonville-Cherokee County,Carrollton,NA,USA,35.07165932,-103.73421011
4D9,Harrisburg-Raleigh,Reno,AL,USA,52.16268603,-120.63214409
VLA,Jasper County,Gilbert,WY,USA,50.45659123,-129.57536968
48I,Aleknagik,Des Moines,ND,USA,46.62299299,-84.83742158
20U,Virgil I Grissom Municipal,Eugene,CO,USA,47.07997716,-88.06154207
HPB,Geraldine,Pittsburgh,OH,USA,48.95798474,-84.00877967
6S0,Maryville Memorial,Honolulu,CO,USA,43.17524113,-100.8308552
LCK,Temple Bar,Phoenix,AZ,USA,43.32149109,-104.74884209
IEN,Manchester,Seattle,GA,USA,65.3971442,-127.52540007
O46,Wiscasset,Thornton,NM,USA,33.50179361,-93.70248133
2O3,Chase City Municipal,Providence,OK,USA,46.03476314,-90.6594213
SMS,P B Raiford,Memphis,AK,USA,46.58179691,-150.43590524
3M7,Bluffton,Tacoma,AR,USA,42.12445046,-93.1146183
LWS,Dillingham,Dayton,OK,USA,38.02027856,-62.58242139
73C,Sugarloaf Regional,Glendale,AK,USA,43.21594859,-85.78364062
46D,Broadus,Macon,LA,USA,41.24340287,-64.23546673
OEO,Klawock SPB,Tucson,AL,USA,41.62418023,-113.18709529
KLL,Clinton,Boston,MA,USA,28.05976569,-97.84817607
KSM,Central Nebraska Regional,Brownsville,AZ,USA,48.73987954,-89.7546575
N29,Winsted Municipal,Chandler,FL,USA,31.52520905,-132.55604971
MPJ,Grand Forks AFB,Jacksonville,NE,USA,41.70929791,-66.2161719
TTN,Cassville Municipal,Garland,IA,USA,39.15530833,-146.75301647
DEW,Rowan County,Tacoma,NM,USA,22.30526983,-90.73503875
IIY,Springfield-Branson Regional,Tallahassee,CT,USA,47.072315,-107.07474697
KWT,Afton Municipal,Memphis,KY,USA,33.43366853,-93.73968385
AFM,Graham Municipal,Pasadena,MO,USA,42.46088509,-95.55197877
VCT,Warroad Intl Swede Carlson,Gilbert,VT,USA,44.81112567,-89.53502512
8D1,Rensselaer Air Park,Rochester,FL,USA,44.0162403,-101.52665276
SUS,Princeton-Caldwell County,West Valley City,KS,USA,38.06998306,-95.66102907
OEB,Holtville,Huntington Beach,GA,USA,28.00161271,-110.55764017
PNA,Parkston Municipal,Boise,OH,USA,51.58340538,-114.41953137
O59,Craig-Moffat,Salem,TN,USA,47.48511528,-47.3653541
74D,C A Moore,Knoxville,GA,USA,33.49815266,-78.63260575
3O1,Fresno Yosemite International,Los Angeles,ME,USA,33.06156121,-86.50284904
HIO,Flagler County,Akron,WA,USA,32.06133332,-111.93627641
S68,Austin,Cleveland,FL,USA,41.83436092,-119.96818518
FME,Russell County,Lexington,IN,USA,41.26186219,-90.03988412
61S,St Charles,Sparks,OH,USA,46.17221885,-127.62403599
RMY,Chariton Municipal,Albuquerque,NV,USA,43.71302641,-82.23899388
P33,Logan County,Huntington Beach,IN,USA,34.71141165,-48.0301333
MHE,Garnett Municipal,Akron,IL,USA,53.25463899,-111.73214757
F01,Boone County,Waco,AR,USA,46.2106199,-130.31463408
MNM,Rutherford County-Marchman,Tucson,MT,USA,38.36097208,-113.94063785
51D,David G Joyce,Savannah,HI,USA,51.12856726,-134.91725981
2R5,Renner Field/Goodland Municipal,New Orleans,NE,USA,42.5379909,-94.21792264
OCH,Shawnee Municipal,Paterson,ME,USA,54.08333653,-98.38766277
08A,Grant County,Birmingham,CA,USA,48.12495457,-96.25060796
5Z5,Dunsmuir Municipal-Mott,Pueblo,FL,USA,28.44199789,-100.68945505
3A0,Three Rivers Municipal,Greensboro,CA,USA,32.95122002,-126.04045611
SJN,Kona International At Keahole,Fort Worth,AR,USA,41.4635912,-120.11003491
LRU,Stanton,Newark,NM,USA,40.3207088,-81.63160658
M43,Shawnee Municipal,Joliet,PA,USA,35.34823904,-81.73857112
MCG,Kirksville Regional,Little Rock,AK,USA,41.91572457,-80.48325249
32S,Nacogdoches-A.L. Mangham Jr. Regional,Rochester,CO,USA,36.81090101,-75.2626706
GDW,Center Municipal,Jacksonville,AK,USA,40.34604402,-100.71719939
HRO,Furnace Creek,Denver,GA,USA,39.43384997,-109.46722535
HOU,Abernathy,Savannah,UT,USA,37.12084786,-136.18805929
K02,Del Rio International,Glendale,AK,USA,40.78408351,-100.53885367
DBQ,Atoka Municipal,Lakewood,NY,USA,41.33161574,-87.09286833
SUA,Taylor,Colorado Springs,SC,USA,32.02636494,-125.39410199
9M8,White County,Berlin,NY,USA,37.11410641,-69.35281086
M18,Snohomish County,Bridgeport,KY,USA,41.69714717,-87.66578527
H35,Albert J Ellis,Atlanta,WA,USA,40.46793484,-100.67010424
FHU,Fajardo Harbor Seaplane Base,Midland,UT,USA,52.08321711,-147.31036553
TQE,Russian Mission,Stockton,ND,USA,42.3713909,-123.86562779
8V2,Penn Valley,Atlanta,MN,USA,38.44057377,-64.97978109
M72,Warren Municipal,Saint Paul,FL,USA,36.86501424,-120.25281898
LEM,Oswego Municipal,Mesa,TX,USA,40.64190573,-73.13607671
S32,Harbor Springs,Peoria,CA,USA,45.89621066,-63.73250454
OEB,Kipnuk,Reno,MT,USA,36.40635825,-78.17658477
17M,Okolona Mun.-Richard M. Stovall,Tampa,CA,USA,41.55158683,-124.69634486
04Y,Chuathbaluk,Portland,NY,USA,44.65682209,-81.24041911
2G9,Stormville,Colorado Springs,ID,USA,38.84259257,-88.15511212
3F3,Atqasuk,Cleveland,NC,USA,49.66652859,-54.2995792
S21,Trinca,Louisville,KS,USA,26.37665284,-69.05488396
S03,Brooks,Corpus Christi,FL,USA,34.11625225,-80.19164912
BIH,Sullivan County,Little Rock,MS,USA,41.74610423,-97.50504081
4J6,Mt Washington Regional,Laredo,PA,USA,43.91033697,-99.2286919
UKL,Marian Airpark,Pomona,PA,USA,32.65126497,-101.09861158
66D,Charlotte/Douglas International,Tampa,MS,USA,26.71090135,-99.87351894
O59,Cochran,Jersey City,AK,USA,28.65774993,-60.60095895
DHN,Middleton,Saint Paul,ND,USA,34.31241834,-102.79805424
ANC,Magnolia Municipal,Greensboro,IL,USA,46.08527278,-69.18762152
PWG,Orlando Sanford,Corpus Christi,WY,USA,40.64680442,-96.63714832
CNM,Valkaria,Surprise,OK,USA,42.7689493,-157.42648643
PGD,Plattsmouth Municipal,Allen,KS,USA,28.71502984,-117.19103671
ATK,Castle,Pittsburgh,MI,USA,28.32665079,-56.40878138
S24,C A Moore,Murfreesboro,OK,USA,53.78046221,-102.79208897
FET,Chignik Lagoon,Reno,KS,USA,51.92804998,-131.95543709
H19,Joseph Y. Resnick,Portland,CO,USA,39.92213743,-77.03059103
43A,Hollis Municipal,Atlanta,PA,USA,40.19398456,-80.68067259
9K4,Portage Creek,Huntington Beach,ME,USA,47.45666428,-80.72700704
0A3,Schenectady Cty,Lincoln,MI,USA,47.15578529,-154.1082475
TQE,Marshall - Harrison County,Pasadena,AR,USA,39.70081578,-70.89260471
SKW,C Davis Campbell -Corsicana Muni,Modesto,NC,USA,33.77699987,-58.23997393
GTF,Salinas Municipal,Charlotte,TX,USA,34.23906725,-78.48733809
Y63,Lorain Co Regional,Wichita,TX,USA,34.28860181,-129.42838813
MKE,Wilmington International,Salt Lake City,KS,USA,32.67169266,-112.71286598
OGA,Havana Regional,Sunnyvale,KS,USA,47.06676109,-149.15253317
GHM,Billy G Ray,Murfreesboro,IA,USA,43.15884017,-30.29599516
48S,Teterboro,Lubbock,WI,USA,33.81223323,-104.4217507
6A8,Albuquerque International,New Orleans,CA,USA,34.92150021,-113.69338263
SIV,Fernandina Beach Municipal,Kansas City,ME,USA,25.92125005,-115.93818402
RRL,Tok Junction,Sydney,NC,USA,41.62073876,-83.05584386
FCI,Northern Maine Regional,Tacoma,MA,USA,54.24099704,-76.94981033
L06,Hartford Municipal,Milwaukee,MT,USA,31.21522641,-31.16632106
PIA,Maquoketa Municipal,Sioux Falls,CA,USA,45.81702516,-91.13657633
HDO,Tenakee SPB,Topeka,NY,USA,29.96957118,-93.28164125
GVL,Mount Comfort,Philadelphia,GA,USA,48.20321503,-111.92300265
Q35,Woodbine Muni,Milwaukee,FL,USA,31.69217994,-125.41273478
KCC,Albia Municipal,Newport News,GA,USA,46.28230141,-100.34148557
YAP,Yolo Co-Davis/Woodland/Winters,Boston,DE,USA,35.79119931,-114.95411783
SBA,Giddings-Lee County,Anaheim,CQ,USA,42.77760043,-87.24500035
TDO,Glendale Municipal,Riverside,PR,USA,28.83042807,-58.20365734
Z08,Monroe County,Philadelphia,TX,USA,46.73745481,-121.58496514
29D,Aurora State,Henderson,TX,USA,44.97300548,-67.74827097
DHT,Kobuk,Honolulu,NV,USA,41.51513881,-96.78994984
O65,Rialto Municipal,Bridgeport,MI,USA,49.30617068,-46.98363692
LFT,Elbert County-Patz,Tallahassee,OR,USA,36.7651321,-49.89644525
2M0,Sargent Municipal,Escondido,CT,USA,50.21355386,-84.83319591
RIW,Scammon Bay,Riverside,MN,USA,45.45121163,-86.8762044
15Z,Minot AFB,Los Angeles,MO,USA,51.71563016,-123.32439806
JER,Creighton Municipal,Brownsville,VA,USA,55.73251182,-99.10368228
9G3,Dimmitt Municipal,Wichita,CA,USA,31.9232049,-128.46901954
BNF,Minot AFB,Phoenix,MT,USA,46.9210336,-102.88050277
BDQ,Cleveland-Hopkins Intl,Roseville,MI,USA,44.41403764,-131.28236309
RBY,George R Carr Memorial,Boise,AZ,USA,38.54933396,-115.29177926
5B7,Robert S Kerr,Jacksonville,WI,USA,40.54409456,-86.90279889
CDC,Zamperini,Fayetteville,IA,USA,39.72467157,-78.40703092
PGV,Sitka SPB,Toronto,TN,USA,45.09105809,-102.66656546
L12,Corporate,Hialeah,CO,USA,41.87433217,-144.55479947
SWW,Downtown Ardmore,Sparks,IL,USA,33.48871434,-96.9247815
DAG,Needles,Irvine,WA,USA,37.70203292,-100.97309006
ACK,Washington Municipal,Baton Rouge,AK,USA,29.16895239,-88.62304461
ADQ,La Moure Rott Municipal,Honolulu,NC,USA,45.9642452,-74.18466268
OWA,Hagerstown Regional-Richard Henson,Boise,CA,USA,45.33316772,-115.32016839
WBQ,Van Nuys,Modesto,SC,USA,31.53697277,-84.29348565
MBY,Floyd W Jones Lebanon,Bridgeport,TX,USA,41.43656075,-83.01663854
TCS,Melbourne International,Denton,MA,USA,37.82123834,-114.33063627
X01,Murphys Pullout SPB,Durham,LA,USA,44.98875127,-88.55023669
AOC,Cairo-Grady County,Cincinnati,SC,USA,42.94971837,-64.17028971
LAS,Canandaiga,Baltimore,IN,USA,33.31353935,-146.54526826
OCQ,Koyukuk,Midland,AL,USA,46.83045478,-97.52112784
OXC,Hammonton Muni,Tacoma,WA,USA,42.19964608,-115.66188998
H96,Somerset,Saint Paul,NE,USA,40.22369253,-147.61073263
AYS,Chanute Martin Johnson,Norfolk,RI,USA,32.19552474,-85.76809658
56D,Yazoo County,Aurora,TX,USA,41.2919454,-122.2458288
LYO,Harvard State,Peoria,SD,USA,39.02395178,-92.14095701
8S2,Northwood Municipal,Thornton,AL,USA,43.48530248,-23.02981738
36K,Shenandoah Municipal,Lubbock,UT,USA,42.36444192,-59.52432112
S25,North Big Horn County,Madison,WA,USA,31.6433543,-127.97245841
PTN,Fairmont Municipal,Laredo,ND,USA,54.81772238,-104.93147894
CON,Malone-Dufort,Laredo,OR,USA,35.30521974,-47.09256371
VCT,Pratt Industrial,Torrance,TX,USA,35.47686996,-76.83444519
BWC,Ganado,Sparks,VA,USA,46.85095747,-44.21566374
AMT,Broadus,Lakewood,CA,USA,42.3730518,-137.39379915
BRO,Avon Park Municipal,Bakersfield,AK,USA,33.51444091,-124.22534751
JFX,Newark Intl,Dayton,IA,USA,40.5242195,-87.61768511
SNS,Pueblo Memorial,Denver,NV,USA,40.01718375,-101.20481809
S24,Thief River Falls Regional,Roseville,TX,USA,31.4741611,-103.3981809
PHX,Madeline Island,Pittsburgh,TX,USA,43.95053652,-131.99607001
OXD,Somerset County,Sparks,MO,USA,46.04431004,-74.33664902
1D8,Hammonton Muni,Seattle,AL,USA,46.75126466,-98.58711564
BTP,Florence Muni,Fayetteville,NM,USA,37.77892213,-78.74058677
TBR,Van Nuys,Lakewood,IA,USA,31.86290633,-111.33737286
DNL,Lansing Municipal,San Antonio,AZ,USA,47.43859218,-112.81258491
EGE,Barter Island,Sparks,TX,USA,34.43753334,-86.18744532
TLR,Fairfield Municipal,Dayton,CA,USA,39.42911822,-83.62439898
53K,Madison County Executive,New York,PA,USA,31.17381469,-107.39511143
EYW,Sheldon Point,Providence,ME,USA,36.69581879,-101.48365379
LFT,Bermuda Dunes,Dayton,CA,USA,41.56404404,-92.15024708
OOH,Myers,Sydney,CA,USA,46.72201699,-70.66212327
Y63,Stormville,Newark,AK,USA,35.32072009,-62.25757556
O16,Llano Municipal,Providence,SC,USA,46.43355257,-103.70603469
CSV,Albert J Ellis,Tacoma,IA,USA,16.01534981,-139.50256706
L75,Greeneville Municipal,Salem,AZ,USA,34.58037039,-74.56381556
C77,Ukiah Municipal,Corpus Christi,NE,USA,41.71899976,-39.77214258
WNA,Baker Muni,Charlotte,MI,USA,22.79955345,-82.59038281
BTI,Birmingham International,Tempe,NC,USA,48.37218398,-115.29029858
WLD,Anderson,Raleigh,NY,USA,34.17212215,-77.34007235
W97,Freehold,Houston,NC,USA,28.33502219,-71.44210456
Y27,Marine City,Visalia,IA,USA,41.94356879,-66.77421032
FME,South Albany,Saint Paul,NJ,USA,32.62532812,-132.65507172
L35,Lakeland,Escondido,PA,USA,33.04850495,-62.75194549
BHB,Artesia Municipal,Peoria,GA,USA,32.96844227,-108.6802914
SRR,Nampa Muni,Midland,IL,USA,36.18326078,-82.89050159
U96,Big Lake Strip Nr 2,Macon,MI,USA,28.19437391,-116.05407553
M03,Gooding Municipal,Memphis,MD,USA,42.74459411,-77.76981144
W99,Iowa Falls Municipal,Sterling Heights,AR,USA,27.38615989,-105.97107726
KYK,Shaltz,Paterson,TX,USA,41.42087941,-82.92144519
M58,Muskegon County,Raleigh,CQ,USA,39.09888729,-86.18044607
CQX,New Albany-Union County,Colorado Springs,AK,USA,27.92496575,-72.67117401
AMW,Lost Hills-Kern County,Garland,VA,USA,45.25357589,-101.23144542
91F,Beaver Municipal,Cleveland,WA,USA,33.99380681,-68.48256783
M01,Avenger,Richmond,AK,USA,39.7912431,-103.24087843
PVW,Wheeling-Ohio Cty,Allen,NJ,USA,46.98563664,-93.05986659
CNP,Chicago O'Hare International,New Orleans,AL,USA,33.78048756,-146.4186933
LNS,Levelock,Surprise,GA,USA,36.5085219,-41.88556683
L39,Blairsville,Henderson,SD,USA,50.78617364,-86.91440967
3T3,Captain Jack Thomas,Huntington Beach,PA,USA,38.69087607,-114.99093556
LHV,Rutland State,Memphis,MA,USA,35.2144244,-3.23627034
48V,McGehee Municipal,Grand Rapids,WI,USA,32.50315846,-155.5145485
F85,Cortez Muni,Kansas City,NY,USA,38.29943478,-65.9709337
MIO,New Tazewell Municipal,Baton Rouge,WI,USA,29.65033134,-88.34659077
C29,Blytheville Municipal,Naperville,IL,USA,48.89211009,-43.23921584
7S1,Kickapoo Downtown Airpark,Chandler,KS,USA,40.78019138,-126.653079
BQN,Gansner,Jersey City,AK,USA,51.24959495,-101.37401341
LUP,Lincoln,Riverside,PA,USA,31.54676647,-107.98994547
Z17,Wagner Municipal,San Francisco,NE,USA,37.7381184,-75.08323075
IND,Hayfork,Gilbert,VA,USA,34.73249824,-69.30209708
S12,Kwigillingok,Anchorage,SC,USA,41.26851132,-100.13072197
KSM,Yakutat SPB,Knoxville,NH,USA,44.0759469,-98.73729133
SYR,Ellsworth AFB,Midland,MI,USA,42.56419235,-99.61814686
CTJ,South Naknek 2,Birmingham,TX,USA,39.86470974,-91.23119716
Y83,Sheridan County,Boise,CA,USA,36.02839052,-88.54056952
HLN,North Bass Island,Memphis,MI,USA,22.7436029,-52.42986286
SLK,Cabool Memorial,Cleveland,CA,USA,35.7618461,-91.11651673
5I4,Pottstown Limerick,Los Angeles,AK,USA,46.54439393,-95.10595336
EAR,Lansing Municipal,Denver,IN,USA,67.46686688,-72.47915858
T08,St. Louis Regional,Garland,NJ,USA,47.90304145,-90.60240019
M72,Gladwin,Charlotte,FL,USA,41.60515894,-100.11629734
JYG,East Troy Municipal,Columbus,AR,USA,44.16736932,-123.37264056
FSO,Delano Municipal,Santa Ana,AK,USA,47.73482318,-85.74126305
5V8,Waldron Municipal,Atlanta,WY,USA,38.01054312,-106.86848128
GPZ,Pitt-Greenville,Cleveland,AZ,USA,21.82269823,-38.68652834
12D,Harding County,Colorado Springs,OK,USA,49.36165668,-79.87158025
MEM,Chignik Lake,Providence,IN,USA,47.27561024,-62.62596616
VYS,Hector Municipal,Phoenix,VA,USA,41.85602218,-134.83294116
GDY,Oakes Municipal,Oklahoma City,WA,USA,38.18240909,-66.74299576
HWI,Shafter-Minter,Little Rock,MD,USA,39.32880213,-96.28449879
C66,Portales Municipal,El Paso,NY,USA,42.4977607,-127.13743971
SRC,Dillon,Norfolk,IL,USA,30.40722679,-152.34203051
ONY,Montgomery Co Airpark,Dallas,AR,USA,20.24799717,-73.38574684
JAS,Rolla National,Glendale,CA,USA,42.5644889,-67.1871975
CGE,Pedro Bay,Fontana,MI,USA,48.4439418,-72.87671453
ONY,Lime Village,Macon,NJ,USA,40.93966763,-100.53010454
MFV,Williams County,Plano,TX,USA,35.99019154,-70.5003602
3O1,Republic,Lubbock,OH,USA,43.72644264,-72.48518473
SLE,Austin,Portland,MN,USA,45.64058312,-72.18869604
HYS,Gillespie County,Riverside,NE,USA,27.43491453,-119.60248649
M03,Huntingburg,San Jose,UT,USA,47.31812866,-83.12702864
LSB,Laughlin/Bullhead International,Chicago,PR,USA,47.07462252,-116.63720814
MEM,Salisbury-Ocean City: Wicomico Regional,Thornton,OR,USA,33.98898046,-92.85949305
ETC,North Platte Regional,Henderson,KS,USA,37.37702162,-111.87221475
O70,Trenton-Robbinsville,Jacksonville,CA,USA,50.46752029,-134.84767796
99Y,Tuscola,Denton,MT,USA,38.19008101,-64.27058772
MQB,Mojave,Stockton,AK,USA,32.22658932,-86.5425923
0J0,Woodruff County,Aurora,SD,USA,46.93555342,-76.9260323
TCY,Cimarron Municipal,Macon,NH,USA,40.81276606,-118.53554509
JZI,Jacksonville International,Anchorage,MT,USA,43.636904,-116.30320982
0V6,Page Municipal,Carrollton,AK,USA,49.44237975,-65.74153498
EKA,Morehouse Memorial,Portland,NA,USA,46.35154232,-120.42018114
7G0,Corning Municipal,Lakewood,AK,USA,41.54282706,-71.57959625
GAF,Charlevoix Municipal,Cincinnati,AK,USA,36.54803182,-120.96880612
CKX,Dahl Creek,Oklahoma City,GA,USA,38.57436911,-92.88883808
SIG,Manley Hot Springs,Bakersfield,CA,USA,41.89883827,-73.55711728
SLN,Hermiston Muni,Washington,TN,USA,38.04788793,-102.44145542
SUX,Cassville Municipal,Fresno,GA,USA,55.95013405,-135.95616033
AFW,Springfield-Beckley Municipal,Gilbert,CA,USA,50.81252708,-92.58197864
SD22,Akhiok,Omaha,NJ,USA,36.26473042,-96.34729026
C75,Mobridge Municipal,Newark,AZ,USA,42.97964204,-57.1104897
APC,Palestine Municipal,Chattanooga,KS,USA,34.25179546,-122.57643725
MVI,Ontonagon County,Roseville,KY,USA,42.56660408,-76.28743808
FSU,Robstown-Nueces County,Lincoln,PA,USA,32.51387195,-94.48641737
AIY,Upshur County Regional,Hampton,MO,USA,45.2463109,-107.64953759
COS,Hannibal Municipal,Philadelphia,TX,USA,39.0041554,-88.66948926
DM2,De Quincy Industrial Airpark,New Orleans,CA,USA,35.69602492,-114.90103846
17M,Coulter,Salem,KY,USA,38.44409402,-88.48306859
RIF,Downtown Manhattan/Wall St. Heliport,Carrollton,TX,USA,45.07263807,-103.67969155
DTW,Boyceville Municipal,Memphis,HI,USA,46.96063858,-46.14116552
7A3,Clarendon Municipal,Wichita,NE,USA,46.08884829,-91.56471867
TKI,Shageluk,Torrance,GA,USA,38.23776617,-107.97159897
5N8,Lake Placid,Akron,IN,USA,55.47060271,-79.09862435
MDF,Point Lay Dew Station,Laredo,LA,USA,29.6273775,-92.32248794
FCY,Harvey Municipal,Fayetteville,TX,USA,41.7042453,-72.97233755
BNL,Enid Woodring Municipal,Hampton,PA,USA,36.55943504,-79.5038633
HVR,Carrington Municipal,Des Moines,MT,USA,30.86901952,-126.94084642
RBY,Bettles,Boston,AK,USA,49.30201378,-106.65396577
Z73,Crisfield Municipal,Tucson,IN,USA,41.54010468,-125.69163373
P20,Gibson City Municipal,Nashville,AK,USA,43.5154281,-133.1200167
HSV,Bedford County,Santa Ana,PA,USA,41.94092738,-109.53881011
MJQ,Fairhope Municipal,Milwaukee,IA,USA,63.62739474,-106.53634217
Q41,Kit Carson County,San Francisco,AK,USA,51.42734583,-102.65555739
O60,Gustine,Fort Wayne,GA,USA,46.17688814,-72.49960121
HVN,Williams County,Bakersfield,MO,USA,40.47353914,-77.72353564
PBH,Arlington Municipal,Sacramento,MO,USA,52.12443151,-108.56000953
9D0,Cambridge-Dorchester,Chicago,MS,USA,49.8848733,-92.57631804
OAR,Maverick County Meml Intl,Washington,FL,USA,54.97140593,-119.79051518
RBW,Columbus County Municipal,Louisville,NE,USA,49.02281807,-112.83859833
LXV,Winifred,Colorado Springs,NM,USA,41.76314412,-88.75441875
TLH,Los Angeles International,Baltimore,GA,USA,46.19157531,-122.20074565
P53,Roosevelt Municipal,Paterson,MI,USA,47.57635045,-109.28662339
T60,Sullivan Regional,Gilbert,TX,USA,67.74076881,-106.96777154
T60,Burns Muni,Paris,TN,USA,35.62866031,-110.16190885
AJO,Black Hills-Clyde Ice,Riverside,TN,USA,54.79531443,-106.87599006
C35,Springfield-Beckley Municipal,Odessa,AK,USA,44.04272695,-97.67100419
PKA,Boulder City Municipal,Riverside,NC,USA,32.57744835,-125.08625889
STC,Grants Pass,Cincinnati,NM,USA,42.00554885,-101.60502426
BVX,Montauk,Toronto,MO,USA,46.33927561,-49.9287948
OKV,Creston Municipal,Henderson,LA,USA,45.38973774,-134.43867811
M44,Greensboro Municipal,Louisville,VA,USA,28.8408149,-92.7021984
2F7,Indianapolis International,Dayton,NY,USA,58.79279101,-144.01402869
0O4,North Big Horn County,San Francisco,FL,USA,49.86628988,-124.06551175
0G6,Duanesburg,Arlington,OR,USA,38.04379171,-96.40706616
ERY,Alpine-Casparis Municipal,Milwaukee,WI,USA,34.78464893,-96.73364559
3U7,Brenham Municipal,Cincinnati,TN,USA,36.69095981,-68.48579102
ALW,Schaumburg Heliport,Plano,GA,USA,49.78160117,-91.0513186
JNX,Rangeley Municipal,Macon,CA,USA,43.14696311,-98.63407611
TQE,Cleveland Municipal,Joliet,NY,USA,28.03932559,-107.26952843
1S5,Great Bend Municipal,Arlington,GA,USA,39.8730125,-55.23114282
SHL,Poplar Grove,Torrance,MN,USA,33.00646072,-136.77463782
CIK,Manistee County Blacker,El Paso,VA,USA,54.46870623,-65.70884553
SUD,Kendallville Municipal,Nashville,NA,USA,40.26334708,-47.19228929
6S5,Redlands Municipal,Phoenix,FL,USA,40.57890228,-73.09144605
VVV,Whiteside Co,Glendale,SC,USA,28.16324931,-102.16274405
1N9,Summersville,Carrollton,UT,USA,44.15986329,-96.53696093
OWB,Dixon Muni-Charles R Walgreen,Oklahoma City,TX,USA,29.38587593,-85.9842508
RIL,Franklin-Wilkins,Sterling Heights,IL,USA,47.02369197,-73.63704841
ASJ,Peachtree City - Falcon,Huntington Beach,SC,USA,53.39166985,-106.45209668
M39,Middleton,Carrollton,MN,USA,50.14147361,-90.03309322
ACJ,Walla Walla Regional,Lexington,TX,USA,41.03280259,-100.02646484
SRC,Perryton Ochiltree County,Atlanta,SC,USA,42.24269465,-118.9359962
OPL,Alpine-Casparis Municipal,Colorado Springs,KY,USA,47.62908686,-99.48709179
PVU,Rusty Allen,Bakersfield,AL,USA,65.80818505,-65.21117415
LYH,Hamry,Hialeah,AK,USA,41.25931468,-129.156172
26R,Phoenix-Deer Valley,Durham,OK,USA,37.1836338,-64.31546635
8K8,Hartford Municipal,Salt Lake City,CA,USA,30.34198197,-103.39378258
I05,Wayne Wonderland,Kansas City,PA,USA,42.86670181,-52.53027267
1V6,Port Bucyrus-Crawford County,Bridgeport,OK,USA,37.06004332,-83.34564501
DPL,North Vernon,Jersey City,NH,USA,47.95851973,-101.36168069
X23,Reidsville,Fontana,AR,USA,42.6597724,-117.89271694
EQA,Esler Regional,Lakewood,VA,USA,53.06701922,-92.44025891
M04,Billy G Ray,Murfreesboro,TX,USA,27.89915657,-97.56252058
